,Open,High,Low,Close,Volume
2012-05-24 05:00:00,1.25718,1.25731,1.25718,1.25727,1966799926.7578125
2012-05-24 05:01:00,1.25731,1.25761,1.25729,1.25759,2706400146.484375
2012-05-24 05:02:00,1.2576,1.2576,1.25743,1.25745,1131999969.482422
2012-05-24 05:03:00,1.25747,1.25755,1.25743,1.25752,1397500000.0
2012-05-24 05:04:00,1.25755,1.2576,1.25752,1.25754,1352899932.861328
2012-05-24 05:05:00,1.25754,1.2577,1.25754,1.2577,1168199996.9482422
2012-05-24 05:06:00,1.2577,1.2577,1.25744,1.25744,1412299957.2753906
2012-05-24 05:07:00,1.25743,1.25746,1.25738,1.25742,673600006.1035156
2012-05-24 05:08:00,1.25742,1.25745,1.25731,1.25731,676100006.1035156
2012-05-24 05:09:00,1.25735,1.25752,1.2573,1.25752,1512500000.0
2012-05-24 05:10:00,1.25752,1.25753,1.2575,1.25753,774899978.6376953
2012-05-24 05:11:00,1.25753,1.25763,1.25752,1.25757,1150000000.0
2012-05-24 05:12:00,1.25757,1.25757,1.25755,1.25756,367999992.3706055
2012-05-24 05:13:00,1.25758,1.25759,1.25746,1.25751,751800003.0517578
2012-05-24 05:14:00,1.25752,1.25758,1.2575,1.25755,468800010.68115234
2012-05-24 05:15:00,1.25755,1.25758,1.25748,1.25751,949800033.569336
2012-05-24 05:16:00,1.2575,1.25758,1.2575,1.25758,752799987.7929688
2012-05-24 05:17:00,1.25755,1.25758,1.25746,1.25752,1463200073.2421875
2012-05-24 05:18:00,1.25751,1.25758,1.2575,1.25756,679400024.4140625
2012-05-24 05:19:00,1.25756,1.25756,1.25749,1.25756,951500015.2587892
2012-05-24 05:20:00,1.25755,1.2576,1.25753,1.25754,700599975.5859375
2012-05-24 05:21:00,1.25755,1.25763,1.25754,1.25759,893700027.4658203
2012-05-24 05:22:00,1.25759,1.2576,1.25744,1.25756,1878800048.828125
2012-05-24 05:23:00,1.25756,1.25761,1.25752,1.25756,931399993.8964844
2012-05-24 05:24:00,1.25757,1.25762,1.25754,1.25757,937500000.0
2012-05-24 05:25:00,1.25757,1.2576,1.25746,1.25746,1774100036.6210938
2012-05-24 05:26:00,1.25746,1.25749,1.25739,1.25739,1021299972.5341796
2012-05-24 05:27:00,1.25738,1.25742,1.25732,1.25733,1033899993.8964844
2012-05-24 05:28:00,1.25735,1.25763,1.25735,1.25763,798600006.1035156
2012-05-24 05:29:00,1.25761,1.25761,1.25743,1.25752,887600021.3623047
2012-05-24 05:30:00,1.2575,1.25756,1.25743,1.2575,1375700073.2421875
2012-05-24 05:31:00,1.2575,1.25762,1.25735,1.25739,1430399932.861328
2012-05-24 05:32:00,1.25738,1.25754,1.25734,1.25747,1243099975.5859375
2012-05-24 05:33:00,1.25746,1.25752,1.25746,1.25746,1154899978.6376953
2012-05-24 05:34:00,1.25744,1.25751,1.25743,1.25751,1522100067.138672
2012-05-24 05:35:00,1.25749,1.25749,1.25734,1.25734,1318200073.2421875
2012-05-24 05:36:00,1.25733,1.25733,1.25723,1.25731,948700027.4658204
